;1900-01-01 00:00:00;1900-01-01 00:05:00;1900-01-01 00:10:00;1900-01-01 00:15:00;1900-01-01 00:20:00;1900-01-01 00:25:00;1900-01-01 00:30:00;1900-01-01 00:35:00;1900-01-01 00:40:00;1900-01-01 00:45:00;1900-01-01 00:50:00;1900-01-01 00:55:00;1900-01-01 01:00:00;1900-01-01 01:05:00;1900-01-01 01:10:00;1900-01-01 01:15:00;1900-01-01 01:20:00;1900-01-01 01:25:00;1900-01-01 01:30:00;1900-01-01 01:35:00;1900-01-01 01:40:00;1900-01-01 01:45:00;1900-01-01 01:50:00;1900-01-01 01:55:00;1900-01-01 02:00:00;1900-01-01 02:05:00;1900-01-01 02:10:00;1900-01-01 02:15:00;1900-01-01 02:20:00;1900-01-01 02:25:00;1900-01-01 02:30:00;1900-01-01 02:35:00;1900-01-01 02:40:00;1900-01-01 02:45:00;1900-01-01 02:50:00;1900-01-01 02:55:00;1900-01-01 03:00:00;1900-01-01 03:05:00;1900-01-01 03:10:00;1900-01-01 03:15:00;1900-01-01 03:20:00;1900-01-01 03:25:00;1900-01-01 03:30:00;1900-01-01 03:35:00;1900-01-01 03:40:00;1900-01-01 03:45:00;1900-01-01 03:50:00;1900-01-01 03:55:00;1900-01-01 04:00:00;1900-01-01 04:05:00;1900-01-01 04:10:00;1900-01-01 04:15:00;1900-01-01 04:20:00;1900-01-01 04:25:00;1900-01-01 04:30:00;1900-01-01 04:35:00;1900-01-01 04:40:00;1900-01-01 04:45:00;1900-01-01 04:50:00;1900-01-01 04:55:00;1900-01-01 05:00:00;1900-01-01 05:05:00;1900-01-01 05:10:00;1900-01-01 05:15:00;1900-01-01 05:20:00;1900-01-01 05:25:00;1900-01-01 05:30:00;1900-01-01 05:35:00;1900-01-01 05:40:00;1900-01-01 05:45:00;1900-01-01 05:50:00;1900-01-01 05:55:00;1900-01-01 06:00:00;1900-01-01 06:05:00;1900-01-01 06:10:00;1900-01-01 06:15:00;1900-01-01 06:20:00;1900-01-01 06:25:00;1900-01-01 06:30:00;1900-01-01 06:35:00;1900-01-01 06:40:00;1900-01-01 06:45:00;1900-01-01 06:50:00;1900-01-01 06:55:00;1900-01-01 07:00:00;1900-01-01 07:05:00;1900-01-01 07:10:00;1900-01-01 07:15:00;1900-01-01 07:20:00;1900-01-01 07:25:00;1900-01-01 07:30:00;1900-01-01 07:35:00;1900-01-01 07:40:00;1900-01-01 07:45:00;1900-01-01 07:50:00;1900-01-01 07:55:00;1900-01-01 08:00:00;1900-01-01 08:05:00;1900-01-01 08:10:00;1900-01-01 08:15:00;1900-01-01 08:20:00;1900-01-01 08:25:00;1900-01-01 08:30:00;1900-01-01 08:35:00;1900-01-01 08:40:00;1900-01-01 08:45:00;1900-01-01 08:50:00;1900-01-01 08:55:00;1900-01-01 09:00:00;1900-01-01 09:05:00;1900-01-01 09:10:00;1900-01-01 09:15:00;1900-01-01 09:20:00;1900-01-01 09:25:00;1900-01-01 09:30:00;1900-01-01 09:35:00;1900-01-01 09:40:00;1900-01-01 09:45:00;1900-01-01 09:50:00;1900-01-01 09:55:00;1900-01-01 10:00:00;1900-01-01 10:05:00;1900-01-01 10:10:00;1900-01-01 10:15:00;1900-01-01 10:20:00;1900-01-01 10:25:00;1900-01-01 10:30:00;1900-01-01 10:35:00;1900-01-01 10:40:00;1900-01-01 10:45:00;1900-01-01 10:50:00;1900-01-01 10:55:00;1900-01-01 11:00:00;1900-01-01 11:05:00;1900-01-01 11:10:00;1900-01-01 11:15:00;1900-01-01 11:20:00;1900-01-01 11:25:00;1900-01-01 11:30:00;1900-01-01 11:35:00;1900-01-01 11:40:00;1900-01-01 11:45:00;1900-01-01 11:50:00;1900-01-01 11:55:00;1900-01-01 12:00:00;1900-01-01 12:05:00;1900-01-01 12:10:00;1900-01-01 12:15:00;1900-01-01 12:20:00;1900-01-01 12:25:00;1900-01-01 12:30:00;1900-01-01 12:35:00;1900-01-01 12:40:00;1900-01-01 12:45:00;1900-01-01 12:50:00;1900-01-01 12:55:00;1900-01-01 13:00:00;1900-01-01 13:05:00;1900-01-01 13:10:00;1900-01-01 13:15:00;1900-01-01 13:20:00;1900-01-01 13:25:00;1900-01-01 13:30:00;1900-01-01 13:35:00;1900-01-01 13:40:00;1900-01-01 13:45:00;1900-01-01 13:50:00;1900-01-01 13:55:00;1900-01-01 14:00:00;1900-01-01 14:05:00;1900-01-01 14:10:00;1900-01-01 14:15:00;1900-01-01 14:20:00;1900-01-01 14:25:00;1900-01-01 14:30:00;1900-01-01 14:35:00;1900-01-01 14:40:00;1900-01-01 14:45:00;1900-01-01 14:50:00;1900-01-01 14:55:00;1900-01-01 15:00:00;1900-01-01 15:05:00;1900-01-01 15:10:00;1900-01-01 15:15:00;1900-01-01 15:20:00;1900-01-01 15:25:00;1900-01-01 15:30:00;1900-01-01 15:35:00;1900-01-01 15:40:00;1900-01-01 15:45:00;1900-01-01 15:50:00;1900-01-01 15:55:00;1900-01-01 16:00:00;1900-01-01 16:05:00;1900-01-01 16:10:00;1900-01-01 16:15:00;1900-01-01 16:20:00;1900-01-01 16:25:00;1900-01-01 16:30:00;1900-01-01 16:35:00;1900-01-01 16:40:00;1900-01-01 16:45:00;1900-01-01 16:50:00;1900-01-01 16:55:00;1900-01-01 17:00:00;1900-01-01 17:05:00;1900-01-01 17:10:00;1900-01-01 17:15:00;1900-01-01 17:20:00;1900-01-01 17:25:00;1900-01-01 17:30:00;1900-01-01 17:35:00;1900-01-01 17:40:00;1900-01-01 17:45:00;1900-01-01 17:50:00;1900-01-01 17:55:00;1900-01-01 18:00:00;1900-01-01 18:05:00;1900-01-01 18:10:00;1900-01-01 18:15:00;1900-01-01 18:20:00;1900-01-01 18:25:00;1900-01-01 18:30:00;1900-01-01 18:35:00;1900-01-01 18:40:00;1900-01-01 18:45:00;1900-01-01 18:50:00;1900-01-01 18:55:00;1900-01-01 19:00:00;1900-01-01 19:05:00;1900-01-01 19:10:00;1900-01-01 19:15:00;1900-01-01 19:20:00;1900-01-01 19:25:00;1900-01-01 19:30:00;1900-01-01 19:35:00;1900-01-01 19:40:00;1900-01-01 19:45:00;1900-01-01 19:50:00;1900-01-01 19:55:00;1900-01-01 20:00:00;1900-01-01 20:05:00;1900-01-01 20:10:00;1900-01-01 20:15:00;1900-01-01 20:20:00;1900-01-01 20:25:00;1900-01-01 20:30:00;1900-01-01 20:35:00;1900-01-01 20:40:00;1900-01-01 20:45:00;1900-01-01 20:50:00;1900-01-01 20:55:00;1900-01-01 21:00:00;1900-01-01 21:05:00;1900-01-01 21:10:00;1900-01-01 21:15:00;1900-01-01 21:20:00;1900-01-01 21:25:00;1900-01-01 21:30:00;1900-01-01 21:35:00;1900-01-01 21:40:00;1900-01-01 21:45:00;1900-01-01 21:50:00;1900-01-01 21:55:00;1900-01-01 22:00:00;1900-01-01 22:05:00;1900-01-01 22:10:00;1900-01-01 22:15:00;1900-01-01 22:20:00;1900-01-01 22:25:00;1900-01-01 22:30:00;1900-01-01 22:35:00;1900-01-01 22:40:00;1900-01-01 22:45:00;1900-01-01 22:50:00;1900-01-01 22:55:00;1900-01-01 23:00:00;1900-01-01 23:05:00;1900-01-01 23:10:00;1900-01-01 23:15:00;1900-01-01 23:20:00;1900-01-01 23:25:00;1900-01-01 23:30:00;1900-01-01 23:35:00;1900-01-01 23:40:00;1900-01-01 23:45:00;1900-01-01 23:50:00;1900-01-01 23:55:00
2019-01-15;-1,5;-1,19;-1,0;-1,0;-0,88;-0,75;-0,75;-0,69;-0,63;-0,5;-0,44;-0,44;-0,38;-0,38;-0,38;-0,31;-0,38;-0,38;-0,31;-0,31;-0,31;-0,31;-0,25;-0,25;-0,25;-0,25;-0,19;-0,19;-0,19;-0,19;-0,19;-0,13;-0,06;-0,06;-0,13;-0,13;-0,13;-0,06;-0,06;-0,06;-0,13;-0,13;-0,13;-0,13;-0,13;-0,13;-0,19;-0,25;-0,25;-0,31;-0,38;-0,31;-0,31;-0,25;-0,31;-0,19;-0,19;-0,13;-0,06;-0,06;-0,06;-0,13;-0,19;-0,19;-0,31;-0,19;-0,13;-0,13;-0,06;-0,06;-0,19;-0,19;-0,38;-0,44;-0,44;-0,44;-0,31;-0,19;-0,38;-0,19;-0,19;-0,19;-0,06;-0,13;-0,06;-0,06;-0,06;-0,06;-0,06;-0,44;-0,38;-0,31;-0,19;-0,06;-0,06;-0,06;0,06;0,19;0,25;0,38;0,56;0,75;1,06;1,0;1,0;0,94;0,94;0,94;1,0;1,06;1,13;1,31;1,38;1,44;1,25;0,94;0,81;0,69;0,63;0,5;0,44;0,38;0,44;0,44;0,5;0,44;0,31;0,38;0,44;0,44;0,5;0,56;0,5;0,56;0,56;0,56;0,56;0,69;0,88;0,81;0,88;0,94;0,94;1,0;0,94;0,94;0,94;0,94;1,13;1,25;1,19;0,94;0,81;0,81;0,75;0,75;0,88;0,94;1,0;1,0;1,13;1,13;1,13;1,13;1,19;1,25;1,31;1,38;1,38;1,31;1,38;1,38;1,38;1,38;1,56;1,69;1,81;1,81;2,0;1,94;1,88;2,0;2,06;1,63;1,63;1,63;1,63;1,63;1,69;1,69;1,69;1,69;1,75;1,75;1,69;1,69;1,75;1,88;1,81;1,81;1,81;1,69;1,69;1,63;1,69;1,69;1,69;1,69;1,63;1,5;1,44;1,44;1,44;1,31;1,19;1,06;0,88;0,75;0,69;0,63;0,56;0,63;0,56;0,56;0,56;0,56;0,63;0,69;0,75;0,75;0,81;0,94;1,0;1,06;1,0;0,94;0,88;0,88;0,94;0,94;1,06;1,06;1,13;1,13;1,0;1,0;1,0;1,0;1,0;1,06;1,06;1,13;1,19;1,19;1,25;1,31;1,38;1,44;1,44;1,44;1,44;1,44;1,5;1,5;1,56;1,56;1,56;1,63;1,69;1,69;1,81;1,81;1,94;1,88;1,94;2,06;2,06;2,13;2,19;2,31;2,31;2,25;2,31;2,25;2,19;2,25;2,19;2,06
2019-01-16;2,25;2,19;2,19;2,25;2,5;2,88;3,19;3,25;3,31;3,38;3,63;3,69;3,88;4,13;4,19;4,25;4,44;4,25;4,38;4,31;4,44;4,31;4,44;4,31;4,31;4,44;4,5;4,5;4,5;4,5;4,69;4,69;4,69;4,69;4,5;4,44;4,38;4,44;4,56;4,75;4,69;4,63;4,56;4,56;4,56;4,63;-273,15;4,63;4,56;4,31;4,31;4,13;4,0;3,75;3,5;3,44;3,38;3,31;3,31;3,31;3,13;3,13;3,13;3,06;3,06;3,19;3,31;3,5;3,38;3,56;3,44;3,75;3,94;4,13;4,25;4,25;4,38;4,5;4,5;4,63;4,63;4,63;4,69;4,56;4,56;4,63;4,63;4,69;4,75;4,81;4,94;4,88;4,88;4,88;4,94;5,06;5,06;5,19;5,19;5,19;5,25;5,38;5,31;5,44;5,44;5,44;5,5;5,56;5,56;5,56;5,56;5,56;5,56;5,63;5,56;5,69;5,75;5,75;5,88;5,88;5,94;6,06;6,19;6,19;6,19;6,19;6,19;6,31;6,38;6,44;6,44;6,38;6,38;6,44;6,63;6,69;6,88;6,81;6,88;6,88;6,81;6,56;6,44;6,56;6,75;6,81;6,81;6,75;6,94;6,81;6,88;7,13;7,06;6,81;7,0;7,13;7,13;6,94;6,56;6,5;6,44;6,25;6,25;6,25;6,13;6,06;6,06;5,94;5,88;5,81;5,75;5,69;5,75;5,75;5,75;5,75;5,69;5,63;5,56;5,63;5,56;5,5;5,56;5,5;5,56;5,44;5,31;5,31;5,31;5,31;5,31;5,31;5,25;5,25;5,31;5,19;5,19;5,19;5,19;5,19;5,19;5,19;5,13;5,19;5,13;5,06;5,06;5,0;5,0;5,0;5,06;5,19;5,13;5,13;5,06;5,06;5,06;5,0;4,94;5,0;4,94;4,94;4,88;4,88;4,88;4,75;4,81;4,81;4,75;4,81;4,75;4,75;4,69;4,63;4,44;4,38;4,31;4,13;4,19;4,19;4,13;3,88;3,56;3,31;3,0;2,81;2,69;2,44;2,38;2,19;2,06;2,0;2,0;2,06;2,06;1,88;1,69;1,56;1,56;1,38;1,31;1,31;1,31;1,25;1,19;1,25;1,19;1,13;1,06;1,0;0,88;0,88;0,81;0,81;0,75;0,81;0,69;0,56;0,5;0,44;0,44;0,38;0,38;0,31;0,31;0,31;0,25;0,31
2019-01-17;0,25;0,13;0,06;0,06;0,0;0,06;0,06;0,19;0,25;0,19;0,38;0,44;0,31;0,44;0,5;0,56;0,69;0,81;0,94;1,06;1,06;1,0;0,94;0,88;0,94;0,81;0,69;0,69;0,5;0,38;0,25;0,31;0,31;0,25;0,31;0,31;0,25;0,25;0,25;0,25;0,5;0,63;0,63;0,75;0,69;0,63;0,94;1,0;0,88;0,69;0,56;0,38;0,44;0,56;0,63;0,44;0,25;0,19;0,0;0,38;0,44;0,44;0,38;0,38;0,5;0,5;0,5;0,5;0,75;0,63;0,81;1,0;1,13;1,38;1,56;1,81;2,0;2,75;2,81;2,44;2,25;2,44;3,31;3,56;4,13;4,63;4,56;4,94;4,94;4,81;4,75;4,69;4,69;4,63;4,94;5,13;5,0;5,0;5,06;5,13;5,19;5,19;5,25;5,56;5,63;5,44;5,63;5,56;5,63;5,75;5,75;5,94;5,94;5,94;5,94;6,06;6,13;6,19;6,19;6,38;6,5;6,56;6,63;6,56;6,63;6,5;6,5;6,5;6,5;6,5;6,69;6,75;6,69;6,69;6,69;6,81;6,88;7,0;7,0;7,06;7,06;7,13;7,13;7,19;7,19;7,13;7,19;7,13;7,19;7,19;7,19;7,19;7,31;7,31;7,38;7,5;7,5;7,5;7,63;7,63;7,81;7,94;7,88;7,75;7,63;7,5;7,5;7,5;7,56;7,69;7,63;7,63;7,5;7,44;7,38;7,31;7,31;7,25;7,25;7,19;7,19;7,06;7,06;7,0;7,0;7,0;6,88;6,63;6,63;6,56;6,44;6,19;6,13;6,0;5,75;5,63;5,63;5,5;5,56;5,56;5,56;5,56;5,5;5,63;5,56;5,5;5,56;5,56;5,5;5,5;5,69;5,75;5,75;5,75;5,69;5,69;5,75;5,69;5,69;5,44;5,31;5,19;5,13;5,0;5,0;5,06;5,06;5,0;5,0;4,94;4,88;4,75;4,81;4,94;5,0;5,0;4,75;4,69;4,69;4,81;4,88;5,06;5,31;5,31;5,44;5,63;5,75;5,88;5,81;5,5;5,19;4,94;4,81;4,63;4,5;4,31;4,19;4,19;4,13;4,13;4,06;4,0;3,75;3,81;4,19;5,13;5,56;5,81;5,81;5,69;5,56;5,56;5,63;5,63;5,5;5,56;5,56;5,5;5,5;5,75;5,81;6,0;6,25;6,25;6,25;6,13;5,88;5,75
2019-01-18;5,75;5,75;5,69;5,56;5,63;5,38;5,5;5,25;5,19;5,19;5,25;5,31;5,38;5,38;5,44;5,44;5,63;5,69;5,63;5,63;4,69;4,38;4,25;4,19;4,19;4,13;4,06;3,94;3,94;3,81;3,75;3,63;3,5;3,38;3,38;3,44;3,44;3,38;3,25;3,31;3,25;3,19;3,13;3,0;3,0;3,0;3,0;2,94;3,0;3,0;3,0;3,19;3,25;3,25;3,38;3,31;3,19;3,13;3,13;3,13;3,06;3,0;2,94;2,75;2,69;2,56;2,5;2,44;2,38;2,38;2,38;2,31;2,25;2,31;2,38;2,38;2,06;2,13;2,13;2,19;2,19;2,19;2,25;2,19;2,38;2,38;2,31;2,25;2,25;2,25;2,38;2,31;2,19;2,25;2,25;2,38;2,31;2,25;2,25;2,19;2,25;2,19;2,13;2,06;2,06;2,06;2,06;2,06;2,06;2,06;2,19;2,38;2,5;2,5;2,5;2,56;2,56;2,63;2,63;2,56;2,56;2,5;2,25;2,06;1,94;1,75;1,63;1,44;1,19;0,94;0,81;0,75;0,69;0,56;0,56;0,38;0,19;0,19;0,25;0,06;0,13;0,19;0,31;0,25;0,38;0,25;0,25;0,19;0,19;0,25;0,25;0,19;0,25;0,31;0,25;0,19;0,06;0,19;0,19;0,5;0,44;0,31;0,25;0,44;0,38;0,5;0,69;0,44;0,44;0,25;0,06;0,06;0,06;0,06;0,06;0,06;0,13;0,06;-0,13;-0,19;-0,06;0,06;0,31;0,13;0,13;0,44;0,13;0,0;-0,06;0,19;0,38;0,31;0,06;-0,25;-0,44;-0,56;-0,69;-0,75;-0,94;-0,94;-1,06;-1,25;-1,31;-1,56;-1,69;-1,63;-1,63;-1,75;-1,63;-1,63;-1,56;-1,63;-1,69;-1,69;-1,69;-1,81;-1,88;-1,94;-1,94;-2,06;-2,0;-2,06;-2,19;-2,19;-2,13;-2,19;-2,25;-2,44;-2,5;-2,5;-2,69;-2,75;-2,81;-2,88;-2,88;-2,81;-2,88;-2,94;-2,94;-3,0;-3,06;-3,06;-3,06;-3,19;-3,19;-3,13;-3,19;-3,19;-3,13;-3,19;-3,31;-3,25;-3,25;-3,38;-3,38;-3,38;-3,38;-3,38;-3,38;-3,38;-3,38;-3,56;-3,44;-3,56;-3,5;-3,5;-3,63;-3,5;-3,56;-3,69;-3,75;-3,75;-3,88;-3,94;-3,94;-3,81;-3,75;-3,81;-3,81;-3,75;-3,94;-3,88;-4,06;-4,13;-4,25;-4,25;-4,25;-4,13
2019-01-19;-4,31;-4,44;-4,38;-4,38;-4,31;-4,25;-4,38;-4,38;-4,38;-4,44;-4,5;-4,56;-4,44;-4,5;-4,5;-4,44;-4,5;-4,63;-4,63;-4,63;-4,69;-4,69;-4,63;-4,44;-4,5;-4,56;-4,56;-4,63;-4,88;-4,88;-4,88;-4,69;-4,81;-4,69;-4,75;-4,75;-4,69;-4,75;-4,69;-4,81;-4,94;-5,06;-5,13;-5,0;-5,06;-5,06;-5,25;-5,13;-5,0;-5,19;-5,06;-5,0;-5,06;-5,19;-5,13;-5,06;-5,0;-5,0;-5,13;-5,0;-5,0;-4,75;-4,63;-4,38;-4,44;-4,69;-4,5;-4,44;-4,31;-4,31;-4,25;-4,19;-4,13;-3,94;-3,75;-3,88;-3,81;-3,81;-3,88;-3,94;-4,38;-4,44;-4,56;-4,63;-5,0;-5,0;-5,19;-5,25;-5,13;-5,06;-4,88;-4,81;-4,69;-4,88;-4,94;-4,94;-5,0;-5,19;-5,13;-5,0;-4,94;-4,94;-4,88;-4,81;-4,75;-4,38;-4,13;-3,75;-3,5;-3,31;-3,13;-3,13;-3,13;-3,06;-3,06;-3,06;-2,94;-2,81;-2,63;-2,5;-2,38;-2,0;-1,69;-1,81;-1,63;-1,63;-1,5;-1,31;-1,13;-1,0;-0,88;-0,75;-0,69;-0,5;-0,31;-0,06;0,06;0,25;0,44;0,63;0,69;0,81;1,0;1,0;1,5;1,31;1,5;1,63;1,63;1,5;1,63;1,69;1,81;1,75;1,75;2,13;2,0;2,0;2,13;2,25;2,25;2,19;2,81;2,94;2,88;3,06;2,56;2,75;2,81;2,69;3,13;3,31;3,19;3,38;3,25;3,06;2,81;2,69;2,56;2,5;2,38;1,94;1,75;1,81;1,63;1,38;1,13;0,94;-273,15;0,44;0,19;-0,31;-273,15;-0,69;-0,81;-1,06;-273,15;-273,15;-0,81;-0,69;-0,81;-0,94;-1,13;-1,25;-1,44;-1,69;-1,88;-2,0;-2,19;-2,19;-2,56;-2,63;-2,75;-2,81;-2,94;-3,06;-3,19;-3,25;-3,31;-3,31;-3,38;-3,44;-3,38;-3,44;-3,56;-3,56;-3,56;-3,56;-3,56;-3,63;-3,63;-3,81;-3,69;-3,88;-3,88;-4,0;-4,13;-4,06;-4,13;-4,13;-4,19;-4,19;-4,31;-4,19;-4,0;-3,94;-4,13;-4,25;-4,38;-4,63;-4,63;-4,75;-4,81;-4,94;-5,0;-4,94;-4,94;-4,88;-5,06;-4,94;-4,81;-4,94;-5,0;-5,19;-5,25;-5,44;-5,63;-5,75;-5,81;-5,88;-6,0;-6,0;-5,94;-6,06;-6,31;-6,31;-6,13;-6,13;-6,13;-6,25;-6,31;-6,31;-6,25;-6,44;-6,44;-6,5;-6,5;-6,44
2019-01-20;-6,56;-6,63;-6,69;-6,69;-6,63;-6,56;-6,56;-6,5;-6,56;-6,63;-6,5;-6,69;-6,56;-6,88;-7,0;-7,0;-7,06;-7,0;-7,13;-7,0;-7,0;-6,75;-6,69;-6,88;-7,06;-7,06;-7,0;-7,19;-7,31;-7,38;-7,44;-7,19;-7,25;-7,13;-7,25;-7,25;-7,25;-7,5;-7,5;-7,19;-7,19;-7,13;-7,06;-7,31;-7,38;-7,38;-7,44;-7,25;-7,19;-6,94;-7,06;-7,44;-7,5;-7,38;-7,25;-7,38;-7,31;-7,19;-7,0;-7,38;-7,56;-7,69;-7,38;-7,44;-7,44;-7,31;-7,19;-7,25;-7,25;-7,44;-7,56;-7,38;-7,69;-7,5;-7,75;-7,69;-7,81;-7,75;-7,81;-8,13;-8,13;-8,0;-8,19;-8,13;-7,94;-7,94;-7,88;-8,0;-8,38;-8,31;-8,31;-8,31;-8,06;-8,25;-8,19;-7,94;-7,88;-8,0;-8,06;-7,94;-7,94;-7,88;-7,63;-7,44;-7,38;-7,06;-7,0;-6,94;-6,63;-273,15;-6,19;-5,94;-5,63;-5,38;-5,13;-5,0;-4,81;-4,75;-4,56;-4,5;-4,5;-4,63;-4,69;-4,69;-4,75;-4,69;-4,69;-4,38;-4,19;-4,25;-4,0;-3,81;-3,63;-3,25;-3,25;-3,0;-2,75;-2,56;-2,38;-2,19;-2,0;-1,69;-1,56;-1,44;-1,38;-1,25;-1,06;-273,15;-0,88;-0,75;-0,5;-0,5;-0,13;-0,13;0,0;0,06;0,31;0,44;0,44;0,38;0,44;0,69;0,69;0,75;0,81;0,88;0,88;0,88;0,88;1,13;0,88;1,06;1,13;1,13;1,31;1,19;1,13;1,25;1,25;1,25;1,31;1,31;1,19;1,0;0,81;0,63;0,63;0,44;0,44;0,25;0,0;-0,25;-0,5;-0,81;-1,13;-1,44;-1,69;-1,94;-2,19;-2,5;-2,63;-2,81;-2,88;-2,88;-3,06;-3,31;-3,5;-3,75;-3,81;-3,63;-3,56;-3,88;-4,25;-4,38;-4,56;-4,69;-4,88;-5,0;-5,13;-5,25;-5,44;-5,5;-5,63;-5,63;-5,5;-5,56;-5,75;-5,88;-5,94;-5,94;-5,75;-5,31;-4,88;-4,81;-5,5;-5,88;-5,94;-6,13;-6,06;-6,13;-6,13;-6,31;-6,44;-6,25;-5,88;-5,81;-5,63;-6,06;-6,0;-6,13;-6,0;-5,94;-5,88;-5,94;-6,13;-6,13;-6,19;-6,5;-6,75;-6,94;-6,94;-6,69;-6,81;-6,88;-7,0;-7,06;-7,0;-7,06;-7,06;-7,19;-7,19;-7,19;-7,56;-7,56;-7,75;-7,81;-7,88;-7,81;-7,94;-7,81;-7,69;-7,81;-7,94;-7,94;-8,0;-8,0;-7,75;-7,63
2019-01-21;-7,81;-7,94;-7,94;-8,0;-7,88;-7,81;-7,81;-7,94;-8,0;-8,0;-8,13;-8,13;-8,19;-8,13;-8,06;-8,13;-8,06;-8,19;-8,13;-8,19;-7,94;-7,81;-7,56;-7,88;-7,56;-7,13;-6,88;-6,56;-6,25;-6,06;-6,0;-6,0;-5,94;-5,63;-5,56;-5,19;-5,19;-5,19;-5,19;-5,13;-5,06;-4,88;-4,81;-4,81;-4,94;-4,88;-4,88;-4,88;-4,88;-4,88;-4,69;-4,69;-4,75;-4,75;-4,63;-4,69;-4,63;-4,5;-4,5;-4,44;-4,5;-4,44;-4,31;-4,31;-4,25;-4,19;-4,19;-4,25;-4,19;-4,19;-4,19;-4,25;-4,25;-4,25;-4,19;-4,13;-4,13;-4,19;-4,25;-4,13;-4,13;-4,06;-4,19;-4,13;-4,0;-3,94;-4,13;-4,13;-4,06;-4,19;-4,13;-4,0;-4,0;-4,06;-4,06;-4,06;-4,0;-4,13;-3,94;-3,81;-3,75;-3,69;-3,63;-3,75;-3,81;-3,75;-3,81;-3,69;-3,56;-3,56;-3,69;-3,69;-3,5;-3,25;-3,13;-3,13;-3,0;-2,94;-2,94;-2,88;-2,94;-2,69;-2,75;-2,69;-2,69;-2,44;-2,31;-2,19;-2,13;-2,19;-2,13;-2,0;-2,19;-2,06;-2,0;-2,25;-2,13;-2,19;-2,25;-2,25;-2,0;-2,19;-2,13;-1,81;-1,88;-1,81;-1,88;-1,88;-2,0;-1,81;-1,81;-1,63;-1,75;-1,75;-1,75;-1,75;-1,88;-1,88;-1,88;-1,94;-1,88;-1,88;-2,19;-2,25;-2,0;-2,25;-2,25;-2,13;-2,06;-2,25;-2,19;-2,31;-2,44;-273,15;-273,15;-273,15;-273,15;-273,15;-273,15;-273,15;-273,15;-273,15;-273,15;-273,15;-273,15;-273,15;-273,15;-273,15;-273,15;-273,15;-273,15;-273,15;-273,15;-273,15;-273,15;-273,15;-273,15;-3,88;-3,94;-3,81;-3,88;-3,94;-4,0;-4,13;-3,94;-3,81;-3,81;-3,94;-3,81;-3,88;-3,94;-3,94;-3,88;-3,88;-3,69;-3,94;-3,88;-3,75;-3,81;-3,81;-3,94;-273,15;-4,0;-273,15;-4,06;-4,19;-273,15;-273,15;-4,5;-4,44;-4,44;-4,38;-4,38;-4,38;-4,5;-4,38;-4,44;-4,56;-4,56;-4,63;-4,63;-4,56;-4,69;-4,69;-4,81;-4,88;-4,94;-4,94;-4,81;-4,94;-4,81;-4,81;-5,0;-4,75;-4,94;-4,88;-4,94;-5,06;-4,94;-4,88;-4,94;-4,94;-5,0;-4,88;-4,69;-4,88;-5,06;-4,94;-5,0;-5,0;-5,06;-5,19;-5,06;-5,06;-5,06;-5,13;-5,06;-5,0;-5,0;-5,06;-4,94;-4,94;-4,94;-5,0;-4,94;-4,94;-5,06;-5,06
